step,agent_id,ancestor_id,parent_id,wealth,cash,holdings,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,threshold,holding_period,risk_appetite,age
2000,133529,133529,-1,20000.0,20000.0,0.0,-0.4876315467938768,-0.7153367429008969,0.23915034411771274,0.01661863756142226,-0.40686325337642915,-0.1658374073400706,0.1697821276800714,10,0.5549511081218599,2000
2000,133530,133530,-1,20000.0,20000.0,0.0,-0.20765387222435155,-0.19864851739457332,-0.8611205747742112,-0.06294698185832565,-0.3226825700937332,-0.2603912978967104,0.4450898534040989,10,0.6932461481405263,2000
2000,133582,133582,-1,20105.56849454996,20105.56849454996,0.0,-0.7112115704796074,-0.5919281467266532,0.24642263047190266,-0.057249358617730166,-0.1903670421895799,0.20870543477791267,0.1600176132605091,5,0.5337736557431607,2000
2000,133593,133593,-1,20000.0,20000.0,0.0,0.26517856950333035,-0.1536046261345023,-0.10531632900017211,0.031816606766910935,-0.4790891724804954,-0.8151415118235414,0.44060369223575413,5,0.4719143913723447,2000
2000,133603,133603,-1,20000.0,20000.0,0.0,0.2504295061418287,-0.0380448217296702,-0.6742174370367656,-0.044429761721531964,-0.6538401690805742,0.22756873941459213,0.26448763954601806,1,0.3605862437828463,2000
2000,133605,133605,-1,20103.901199123702,20103.901199123702,0.0,-0.30565686848661716,-0.7410603836557198,-0.538799345349716,-0.16361094298856724,-0.1983628909989408,-0.031341263258584606,0.40753554853028984,20,0.5862717213141868,2000
2000,133615,133615,-1,20000.0,20000.0,0.0,-0.04274105269820857,0.44779469280095335,0.6505009342559032,-0.04471976721709688,0.5215258514471791,0.3170371882572918,0.39533578673736486,3,0.31733387699788324,2000
2000,133621,133621,-1,19629.39512055538,19629.39512055538,0.0,0.7236721128928162,0.18941304095337919,0.02221809009779584,-0.08086290574578213,-0.3647790433954657,-0.5480193147912621,0.2065506662689173,5,0.7442860129223057,2000
2000,133637,133637,-1,20000.0,20000.0,0.0,-0.5294428411692861,0.25372012961285767,0.013460543550377936,0.020099147793360375,0.322916381049814,0.7419273701911996,0.2589252472889819,20,0.5389574371475467,2000
2000,133641,133641,-1,20000.0,20000.0,0.0,0.16709303604978057,-0.35670265709882815,-0.49537034962689075,0.03478962995782574,0.3419419092931873,0.6937699624148927,0.4346600715318994,5,0.6703804725122524,2000
2000,133649,133649,-1,20000.0,20000.0,0.0,-0.23060282115211922,-0.3279628308977927,0.857304022568361,-0.009733262691215012,0.16552863643748716,-0.2771246424099211,0.21394347996866014,3,0.4711337928966699,2000
2000,133651,133651,-1,20000.0,20000.0,0.0,-0.740804610328464,0.4376243453427802,-0.07738455191986464,0.007550824839202363,-0.1418489914379384,-0.4832462534524658,0.1781377435029924,60,0.7568473425520057,2000
2000,133656,133656,-1,20000.0,20000.0,0.0,-0.7006500675402744,0.13648520988458246,0.5684887501692657,-0.09622531057924462,-0.21941323953935915,0.3314820224210181,0.48391475800306305,60,0.40282454222726816,2000
2000,133667,133667,-1,20000.0,20000.0,0.0,-0.15686616711470627,-0.8906285619546339,0.20256090803710083,-0.0026702240403709675,0.08678532460028934,0.3655188450930316,0.17644063850199945,3,0.7620894467345221,2000
2000,133674,133674,-1,20000.0,20000.0,0.0,-0.1001463833884938,0.2678464074682284,0.0437914983391179,-0.14092435312182966,-0.7045196221370907,0.6325375382495403,0.42115918343986164,60,0.5987784679599051,2000
2000,133693,133693,-1,20000.0,20000.0,0.0,-0.38227892424204835,0.02373044051609876,-0.7271712274571702,0.029651284230894085,0.1672839471853584,-0.5437449573000483,0.2761842599749239,60,0.5235313756428609,2000
2000,133706,133706,-1,18505.92050708825,18505.92050708825,0.0,0.28694243284586196,-0.5979682353265732,-0.09442367557474433,-0.1908601967056,-0.6398428576862798,-0.3245854310427875,0.4039781756474439,10,0.5239151024884401,2000
2000,133709,133709,-1,20000.0,20000.0,0.0,0.2584332235818806,-0.06687075250823099,0.7064114593869768,-0.07534608139184214,-0.45872715460319574,0.4621858793855262,0.3267334276424831,10,0.2404488924028303,2000
2000,133722,133722,-1,20000.0,20000.0,0.0,0.031229644148272985,-0.20209027642450342,-0.2898958399427169,0.0007206107461720937,0.6593193895254834,-0.6629042576427181,0.37151316015166386,1,0.48021434247929967,2000
2000,133724,133724,-1,20104.506063519017,20104.506063519017,0.0,0.07883699408867313,0.5799750332251232,0.7598577058679034,-0.05169603618108597,0.04772531825044185,0.27400687924357786,0.20809335510091925,10,0.7200679018037996,2000
